users_id,liked_movies
A1XXT7D7DR4821,['B0001G6PZC']
A1XXYW2OGHJQOL,['B0001G6PZC']
A1XY417YALQB6G,"['B000063W1R', 'B000CDSS86']"
A1XYLQ2K6E3QRC,['B000063W82']
A1Y098SK583AVE,['B004EPYZQM']
A1Y0DQFSEH6JW2,[]
A1Y0HX12MCT6OR,[]
A1Y0OFAHXMZA47,[]
A1Y0TV3TGOLHNE,['630187837X']
A1Y1BWZSEUSN9L,['B000063W82']
A1Y1OFA3IPE5K9,[]
A1Y1Y0OZL3IBUL,['B000I9TX1U']
A1Y5H14F3FUI1X,['630436119X']
A1Y6CE9HHZVBDP,['B000063W82']
A1Y6LC4JFBCGZN,['0790747324']
A1Y6ZNVM9Y7NQ3,['B0001G6PZC']
A1Y79D92EKXRL5,['B00096S43K']
A1Y87E22UVYCE6,['0790747324']
A1Y9DOK85Q64CR,['6303257933']
A1Y9P0ZD9VDFVF,['B0051ZIXMQ']
A1YAW5E4NDNAU0,['B000CEXFBU']
A1YB29BIDULEYE,"['0800103688', '6304179499']"
A1YB92TD0LPGSV,['B0001EYSQC']
A1YCKWCRIIQSY0,['B0019RP6KC']
A1YD113GULZCXU,['B000063W82']
A1YDL2RLXTE1LB,[]
A1YF982Z88Z8A1,['B0001G6PZC']
A1YFG3PQ7K7A02,['6300147967']
A1YG244BR7XR80,['B000063W82']
A1YHQ1JWEJK6BI,['B0001G6PZC']
A1YIWDKM1292L4,"['B00000IC82', 'B00000IC8M']"
A1YKJVVD3VCMNL,['B0016OLXN2']
A1YKTQUYIDTHVS,[]
A1YLOSG72AHBJA,['B000063W82']
A1YNP40J5ZHPVD,['B000063W82']
A1YO38P4WUOA3Q,['B002OHDRF2']
A1YP1LIVMXDJF5,[]
A1YPM4GCO8I1W1,['B0048KQQC4']
A1YQ6QB2127AJ4,['B0001G6PZC']
A1YR4OM2QLQ1LY,"['B0002V7TJM', 'B0002V7TJW']"
A1YRMA1WKQS7GL,['6301045734']
A1YRRIOMSM9YNO,[]
A1YSNDCBNZU3W2,['B00028G74S']
A1YT0Y4N1UESAN,['B000CEXFBU']
A1YU9LBSG4QNTC,['B0016OLXN2']
A1YUU8OLLOC5E0,[]
A1YVPBDG2OFMD2,['B000063W1R']
A1YVUYMNXGP7VM,['B000T4SWXO']
A1YWTFXXJD6Y0B,['B0042800WE']
A1YZPCK911LR78,['B0018PH3K6']
A1Z1NQJUJQ5CRO,['B004EPYZQ2']
A1Z1V72R2FU6PA,['B002B7CFR6']
A1Z2MZ9DV1K74T,['B000VHVGMI']
A1Z34EL14MLYUG,[]
A1Z3AKD0XY1LJU,['B0094MOQ0K']
A1Z3VFC542VZMS,['B000T4SWXO']
A1Z59Z59V30ZWO,['B000FVQLQQ']
A1Z6L2KLBSEW9Q,['B004EPYZQ2']
A1Z6PSZN53T7BL,['B000063W1R']
A1Z6TB4WFJG366,['B006FYGF8Q']
A1Z7CQ9GLIK3RL,['B001AQT0VI']
A1Z8YN8MD5B5EC,[]
A1Z9LK4GZA9NG2,['B0094MOQ0K']
A1Z9OQG9GZ26X2,['B000063W1R']
A1Z9QEMTLWJJK,['B004EPYZQM']
A1ZAJV20D25H66,['B000063W82']
A1ZAQMXY9D5FAM,['B00284EM3C']
A1ZAW0KYZ0RM4V,['B004EPYZQM']
A1ZBHVSWZSQ6DW,['B00097E6NQ']
A1ZCEQ2I4E44Q2,['B000063W82']
A1ZCYC0RHTRMZF,['B000FVQLQQ']
A1ZE9PYUFHCMMI,['B0001G6PZC']
A1ZEWZG6AKB7C0,[]
A1ZG5OWJEB1KVL,['078401115X']
A1ZHOGA0DB2N2M,['B000063W82']
A1ZHU0O8T0H7SG,['B0001G6PZC']
A1ZJJWF69R31ZL,['B004EPYZQ2']
A1ZKAZIBRWY6WJ,['B0001G6PZC']
A1ZKOLWH6TJJ1C,['B002B7CFR6']
A1ZKPET0VDG25V,[]
A1ZLGSW21GS8WE,['0790747324']
A1ZME7VPN7AQLE,['B002OHDRF2']
A1ZMKKB08TXHPM,['B002OHDRF2']
A1ZN0I16O0TB38,[]
A1ZNAUB6BAUBZK,['B001AQT0VI']
A1ZNZOQO936KD0,['B000063W82']
A1ZO30Z16MQ7Y7,['B0001G6PZC']
A1ZPAR9KCS1OVR,[]
A1ZPC1MHSY1RUY,['0790747324']
A1ZQI4P54MNX01,['B0001G6PZC']
A1ZR56Z07OTHDM,['B000063W82']
A1ZR8F86DJRVLX,['B002OHDRF2']
A1ZRSPYS5O4YWV,[]
A1ZTSOBAPOWT3,['B0001G6PZC']
A1ZUBY8ODK48NK,['B000UGBOT0']
A1ZUL48XKNLOJ0,['B00004CQTF']
A1ZW6FJ6ILNC05,['B000UGBOT0']
A1ZXYN4QE5JC6T,['6304286961']
A1ZZFHL08SAI0D,['B0016OLXN2']
A1ZZRZJ47BTH82,['B00000HF14']
A200JE8EINRG9J,['6300147967']
A200N4MMCQ7EXE,[]
A2012SO1P9YHB9,['B0001G6PZC']
A201JM0URZGW6M,['B0016OLXN2']
A203IGEMGBSHR3,['B002OHDRF2']
A203L99VOCU82M,[]
A203WUMDP82TEV,['B000063W82']
A204ETWOV23HO4,['B000FVQLQQ']
A205217DOX0SCR,['B000063W1R']
A205AUYKHU8RJ1,[]
A205YX56OL4THV,['B0095D5454']
A2062NF5AAGWSZ,['B0016OLXN2']
A2087JBOXEPFM6,['B00004RQB1']
A20AO0KW57I278,['6303257933']
A20BDIR6P736LF,['B00284EM3C']
A20CWTU2BWWTE2,['6303257933']
A20DQ55KTU5EDC,['B004EPYZQ2']
A20DRRKAN5Z9Q,['B002OHDRF2']
A20DZX38KRBIT8,['B000065K9R']
A20E0C8P964CCR,['B000FVQLQQ']
A20E69UNA0YHI3,['B006FYGF8Q']
A20E8ZQ6A58RZ9,[]
A20EEWWSFMZ1PN,"['0790747324', 'B00004CQTF', 'B00004CQTF', '6304286961', 'B000FVQLQQ']"
A20EP6IP9DNG0E,['B000063W82']
A20FKTPWLTDSVM,['B000T4SWXO']
A20HCZ8Q3BC9KQ,['B000063W82']
A20I64T1L2BGM2,['078401115X']
A20JX9IHEK1Q2T,['B004G6ZPX6']
A20JYIHL1W1U54,[]
A20K4DILTDO5BY,['B00096S43A']
A20K8U02638V75,['B000T4SWXO']
A20KRG6P6HCSB1,['B000CEXFBU']
A20L3YKLJA2G95,['B001AQT0VI']
A20MOPQGNKPRLS,['B000T4SWXO']
A20OMCGB73X5LV,[]
A20QI9WKDSVPYA,['B004EPYZQ2']
A20QNOBLN8890V,['B001AQT0VI']
A20RBZW4KJYLR,['B000FVQLQQ']
A20S9RECLL8QW8,[]
A20SI76QKW6BL4,['B004EPYZQM']
A20SK9BKNHPR4R,['B0016OLXN2']
A20SVO56E3BA5H,['B000063W82']
A20TJ5P97W5MS1,[]
A20U54S8PC1291,['B000063W82']
A20WEEYX2YQXW1,['B004EPYZQM']
A20WQB8W2OO6V,['B006FYGF8Q']
A20X9H03PZP4AT,['B0016OLXN2']
A20XV9GX5THLUS,['B004EPYZQ2']
A20YAJO37U6G5H,['B000065FKL']
A20Z5CDN1JS987,['B004SCMGSU']
A20ZFWGBY4REFX,['B0001G6PZC']
A21279TEPJ8YJ9,[]
A212BN81DP6FRI,['B006FYGF8Q']
A213WZFGFUSTSR,['B004EPYZQ2']
A2161MAS1NMMZ3,[]
A216Y8TYITILOR,['B004EPYZQ2']
A216ZFIG473ISF,['6300276554']
A2174EBS1RPGJZ,['B0016OLXN2']
A2174H39BMOMU0,['B001AQT0VI']
A218N9FD8WDBOZ,['B009B6XA1U']
A2198FZZMTJ38H,['B000063W1R']
A2198O25QYUPXE,"['B0001G6PZC', '6304286961', 'B000065FKL']"
A21AHMOZDLMH8S,['B0095D5454']
A21BGK1FGLEOV6,['B002OHDRF2']
A21CXQS9XHGBRM,['B006FYGF8Q']
A21F3O9GKYBLCP,['B001LMU1A0']
A21F55ZW5CE1ZR,['B00097E6NQ']
A21FN0IG68J87H,['B004EPYZQM']
A21FQDQINC0TPO,['6304286961']
A21FYUI4FH1BJY,[]
A21FYXKCUBHBUN,['6300147967']
A21G1HKUQPHFKI,['B0001G6PZC']
A21GV2ITOD35YB,['B001AQT0VI']
A21H3S9TDSIKMH,['B000063W82']
A21I1CEHLLVQED,['B003QWVPT4']
A21I8V8ZR373RY,['B004EPYZQ2']
A21JNRET53MLR1,['B0001G6PZC']
A21JQR7GAPX81H,['B0016OLXN2']
A21JXQ43NNUGO9,[]
A21L8T5JLKLD31,['B000063W82']
A21LFSJSUSLKY7,['B00097E6NQ']
A21LTP78RNVHAA,['6305074054']
A21N2VYWYYIAZU,[]
A21N7VMM9N9BHD,['6304179499']
A21QIKFIGT3XRK,['B0001G6PZC']
A21QS6KC7OZ5F4,['B000063W1R']
A21QTZ4AKA7277,['B002B7CFR6']
A21SBJ6QU1C4IX,[]
A21TCW8DZTOJKS,['B000063W1R']
A21U35H1YNQIVW,['B000FVQLQQ']
A21U3YQLLKNF3B,['B0001G6PZC']
A21US22IVCY7QX,['B000UGBOT0']
A21X5QIW6DAG6O,['B004EPYZQM']
A21XRCF0W661LV,['B000063W82']
A21YS775CE1O3X,['6305508569']
A21Z4IVGGR7ZJ5,['6304286961']
A21ZB4GEHW6B8E,[]
A21ZR0P46CLQTE,[]
A220FJEQNGMSRN,['B0016OLXN2']
A220Q9W52B9SD,['B008BSM1EG']
A222Q2XGJ52IXQ,['078401115X']
A222YJ90GE55DV,['B000063W82']
A22336VZPSIHMO,['B000UGBOT0']
A2233FJA4QHDWS,[]
A223RCTBRMJH52,[]
A225GQXYLH61V9,['B0001G6PZC']
A225JFDQ3E56H1,[]
A227HWN002VQWA,['B0042800WE']
A228309605DVTV,['B0019RP6KC']
A228JH8V9Y700G,[]
A22979RO9HDOGW,['B000T4SWXO']
A229EI9GLWYWB8,['B000T4SWXO']
A229PAZ0GQ4DKI,['B0001G6PZC']
A229PLZFR0PCB,['B000063W82']
A229XWDOL5PVW6,['B004EPYZQM']
A22BPC7LRSGSYQ,['6304286961']
A22CBZK0A0IBWE,[]
A22DH8WSJ6Y7QL,['B004EPYZQM']
A22EB79B730ACI,['B000T4SWXO']
A22EF45JH06TQS,['B000065FKL']
A22EGHMXFEUPTN,[]
A22GC0JJTY54QP,['B000FVQLQQ']
A22GGIOEN7Q9SJ,['B000063W82']
A22GOZTFA02O2F,['B004EPYZQM']
A22GS528NV4DYE,['6303257933']
A22H5UMEDSV8K5,['0800103688']
A22IK3I6U76GX0,['0790747324']
A22J8FLGO29174,['B000063W82']
A22JYJRVBHK4OF,['0800103688']
A22K3XWBUET67S,['B00004RQB1']
A22MRV0DXND5GZ,['B0001G6PZC']
A22NS2JACL3IJ0,['B000063W82']
A22NYV987VZ4M4,['B000063W82']
A22OOZXZOTNDI6,['B000FVQLQQ']
A22P61STPVL79E,['B0001G6PZC']
A22PQ1Y8AE422C,['B006FYGF8Q']
A22QDGL361UBG8,['B000063W1R']
A22RKJXDARCP6O,['B000063W82']
A22RS5GU44MFKQ,['B004EPYZQ2']
A22RY8N8CNDF3A,"['B00004RQB1', 'B001AQT0VI']"
A22TGAZTYUERZN,['B000063W1R']
A22TRZC8HTRSRU,['B000063W82']
A22U5T9Q0GI5GV,['0790747324']
A22UCQ7WIYIJE3,[]
A22VC6AZ1CJW8B,['B002OHDRF2']
A22VH3XOCB9C1Q,['B004EPYZQ2']
A22VNXHU6IZ5MT,['B000063W82']
A22WM33XS0FOX8,['B000T4SWXO']
A22WVF9SF7DA3D,['B001AQT0VI']
A22Y4Y3QIF9GMB,['6301045734']
A22ZLE1BKAH9YC,['B000FVQLQQ']
A230FOYHM3QNQQ,['6301387090']
A231SN9GIOZ9CU,['0790747324']
A231ZCJGWZA38A,['B00005952Q']
A2329GPAT2XIIZ,"['B00005952Q', 'B000065K9R']"
A232A4K13XTE7J,[]
A2341EETXMRMEN,['B002OHDRF2']
A234HXDATOAYEY,['B0042800WE']
A234X1MVIMPMMC,[]
A237J1BFZ0MD4C,[]
A237NO8DTQLLXT,['B004EPYZQ2']
A237RH4Q5T5PNB,['B0016OLXN2']
A237YNQKPFF9AE,['B000T4SWXO']
A238AJ6OJ21CO7,[]
A23AIVKM13KKPJ,[]
A23B3ILWQXCFUP,['B002OHDRF2']
A23BPM01CVGNGY,['B004EPYZQ2']
A23BTLTIHMJN01,[]
A23CYXUPMCE66Y,['B00004T6FK']
A23DGRCYD5XDLZ,['B006FYGF8Q']
A23DTJ2R8R8GFU,[]
A23HTHSRWOI7Y0,['B00004RQBA']
A23IMHDBG60AVV,['B001GBPZRU']
A23IV3DK4EAXJH,['B000W2FI7Q']
A23JOMYVSVK70M,['B004EPYZQM']
A23L4766E72H9P,['B0001G6PZC']
A23LOLJO2X8IAL,[]
A23NYTDGB15UHS,['B000063W82']
A23OB6HHSM845S,['B007CU8PAI']
A23Q1T4MXZHFM7,['B000063W1R']
A23QDI93EMSSQA,[]
A23QOAXJSWIBS6,['B000FVQLQQ']
A23RQOODUIBCNY,['B0001G6PZC']
A23VON4N33KVCZ,['B000UGBOT0']
A23W55M32D2AC,['B004EPYZQ2']
A23XVF23C7BHP0,"['B00005952Q', '0790750708', '0790750708']"
A23YQ11CHUCF8L,['B00013EY80']
A240QB45BSMDAN,['B004SCMGSU']
A240T1LU221NQ0,['B004EPYZQ2']
A242IFN64X6R4E,['630436119X']
A244CRJ2QSVLZ4,[]
A244OM6I5FEYJM,['B000T4SWXO']
A245AST0T0AZTJ,['B000063W82']
A245OASCPKPJHC,['B00004CQT4']
A245RY615QEES2,[]
A246EFMQ1K7N4G,['B002OHDRF2']
A246YIFE5M6M2C,[]
A249OV75R95DPX,['B000FVQLQQ']
A249USDNI9KXJR,['B000H5U5IU']
A24DS9QM4BMKUS,['B002OHDRF2']
A24FSR37TN4MSF,['0790747324']
A24H35U47VPA9P,[]
A24HPFA9DCVHT9,['B000063W82']
A24IJY3V0804WJ,"['B004EPYZQ2', 'B003QWVPT4']"
A24KMMC4MBYXGD,['B00004T6FK']
A24KXWOINFHTW,['B001AQT0VI']
A24O6FZ874GQS8,['B000T4SWXO']
A24OJYWU8DOH2O,['B0042800WE']
A24PRG8MZAS4CP,['1888617047']
A24PTVSZSM8968,['B000065FKL']
A24QE8VGWW3L4G,[]
A24R9KMRCKZMLP,['B0016OLXN2']
A24SP9OBA2OO75,['B002OHDRF2']
A24TXEHKPFHT0J,['B000063W1R']
A24TYTCSQTXXH7,['B000FVQLQQ']
A24ULXZJ5I8O9V,['B00022VM5I']
A24UYQR3M2NT5R,['B002B7CFR6']
A24XU9DQCJ5H45,[]
A24Z3AR2PQVROW,['B000063W82']
A24ZMNWTW8AQUR,['B004EPYZQ2']
A2502EY0BU72A9,['B004EPYZQM']
A25091ADX4BHFH,['B0001G6PZC']
A250RXJVTIN1L9,['B000063W82']
A252WVNAHWOMEJ,['B004EPYZQM']
A254BZTL6O5JLX,[]
A254R1T0K6CLP6,['B001AQT0VI']
A254VIRF0I7LBL,[]
A254Z4O7ORVL6U,['B000FVQLQQ']
A255E1L105V4MU,[]
A256F7E787F5SG,['B000UGBOT0']
A2582KMXLK2P06,"['B00004CQT3', 'B002OHDRF2', '6304286961']"
A258EDM8MAZZD6,['B002OHDRF2']
A258MSMKY2710V,['B0001G6PZC']
A25916430OV5OP,['B000FVQLQQ']
A25AXWGBGJ5KBS,['B000063W1R']
A25BU94E6CW3S5,['6304286961']
A25CMSI6S7S63C,"['B002OHDRF2', 'B00000IC8F']"
A25E20P7QV8FH5,[]
A25EZBC0D0J2XN,['B004EPYZQM']
A25F159S2Y6Z7Z,['B000UGBOT0']
A25FD5979V591R,['B001LMU1A0']
A25HPC8WZ15PFE,['B000063W82']
A25HYPL2XKQPZB,['B000063W1R']
A25IHTLMCTI1PK,['B000JBXHBO']
A25JH6CO4DVINS,['0790747324']
A25KKXUQQ0OLWB,[]
A25LIJ1JUTBY2Q,['6303257933']
A25M5W25GQPGDW,['B000063W1R']
A25N3NZRRDN4Q9,['B0016OLXN2']
A25O8XI95KADY9,['B000063W82']
A25PM9JGHPU8EI,['B00004RQB1']
A25Q9D6QMU4KNT,['0790747324']
A25QJBK33C4O0R,['B0016OLXN2']
A25R02N288NAOW,['B004EPYZQ2']
A25TZJ5ANJY2,['B000065K9R']
A25UZ7MA72SMKM,['B001LMU1A0']
A25V7MPGZ542BX,['B0001G6PZC']
A25WEIP8Z4PQ5P,[]
A25Y1KY2SO9T5H,[]
A25ZCWZGB33U1H,['B000063W82']
A25ZVI6RH1KA5L,['0790747324']
A26239BNZVAOPL,['B001MBE63I']
A263D20XXWERN,['B0001EYSQC']
A2643AUL4FGYS4,['B0001G6PZC']
A264Q1VUO96DWY,['078401115X']
A2654ATY1TV94W,[]
A267IXCC7UK1HY,['0800103688']
A268RPGCK1CYVE,['B000063W82']
A268WAQS5WNMGJ,[]
A269DR4YBYHURV,['B000JBXHBO']
A26A1AMOKVKL5C,['078401115X']
A26A8T38C2GQD7,['B00004RQBA']
A26BDXG9KVH7SU,['B000065K9R']
A26C9IPWY7XDFU,['B002OHDRF2']
A26CJ1WCN0RMUA,[]
A26D5IRV2OLU4B,['B00004RQB1']
A26D98OGPSD3UO,[]
A26DX7HHQ7EM60,[]
A26EQ6M8QCPTWI,['B000063W82']
A26EXMDN188M0,['B0095D5454']
A26FE8GWVV2O59,[]
A26HCZQ03ZQQ5O,[]
A26HD3S38PLD5A,['B003QWVPT4']
A26HFSVLAGULIM,['0790747324']
A26I6E533K6XZ8,['B0042800WE']
A26JGAM6GZMM4V,['B000FVQLQQ']
A26KW32Z05KM7O,['B000UGBOT0']
A26L99MGEV891D,['B006FYGF8Q']
A26LHWJMW8X1DP,['6303257933']
A26LPPHQ4M4GZ6,['B004EPYZQM']
A26O0ODDKCLTJA,['B0001G6PZC']
A26O0T192IBKY1,['6303257933']
A26OOVJ125Y857,['B000063W82']
A26P7RLBRG80KU,['B001LMU1A0']
A26PD9ZW2P6MVQ,[]
A26RE34R51X4GN,[]
A26UW8DNN74AGK,['B000056PNV']
A26VYP814GZSWZ,[]
A26VZDRH5Y295K,['B000F6ZPKY']
A26WR0278FJD0Q,['B000063W1R']
A26X2TG93OTXVU,['B00004RQBA']
A26X32MRF6ELYE,['B002OHDRF2']
A26YH615RE72DJ,['B002OHDRF2']
A26YQ70MNAZZC,['B001AQT0VI']
A270J57P4Q2O16,['B000T4SWXO']
A271JD976867GN,['6303257933']
A2728RXXWUV6XW,['B0001G6PZC']
A272GMY9S892FT,['B00005952Q']
A2730FHC6AJRM7,['B0016OLXN2']
A2737J0V8AA4Z9,['B001AQT0VI']
A273J78OJYNSBN,['B002OHDRF2']
A273KO0FG1TBP2,['B0036BDQ38']
A273SGLDMWWZ66,['B000063W1R']
A274AMJH40GT6U,['B001AQT0VI']
A274PXEPX1ES5Z,['B002OHDRF2']
A276FM0YSFQTTP,['B000FVQLQQ']
A279AU7MXJ765T,['0800103688']
A279N0Y1TAKMBE,[]
A27AI1EV5JH4T,['B006FYGF8Q']
A27AOJ93KGDQPE,['6300213153']
A27BPS7H2WF1TY,['B000063W82']
A27CFNHYZG6WS8,['B00004RXMK']
A27CHILBK6HIL2,['B0001G6PZC']
A27DFE8RAMGCWZ,['B000063W82']
A27DRF925AA53Q,['B0001G6PZC']
A27E9N1KE0L1MT,['B0042800WE']
A27GP310AJR9JI,['B000063W1R']
A27H9DOUGY9FOS,['B0078V2LCY']
A27HMAWJNA9P9T,[]
A27HRGURIFIPO7,['B002OHDRF2']
A27IK68HX1PI7L,['6303257933']
A27J61NFV3RTO,['B004EPYZQM']
A27KKGRLV2DLXQ,['B000T4SWXO']
A27KNXAROMSJ7A,['B000063W82']
A27L0D9PZWUWC0,['B000063W82']
A27M15DFUPV1CK,['B004GIZX3Q']
A27MOT4ZIUAKIW,[]
A27OGNBD5EKZ85,[]
A27OZJU8XAPM49,['B006FYGF8Q']
A27PLKK3FC1X45,['B004EPYZQM']
A27PM68ATJIH91,[]
A27PSZX2SE0B51,[]
A27QZDO1FRRFCV,['0790747324']
A27R6NPE7851CN,['B003QWVPT4']
A27RJ30RN5K9MX,"['B000063W1R', 'B0001G6PZC', '078401115X']"
A27RJ3DBFH77GA,['B000063W82']
A27SZ6TJRH78MZ,['B0016OLXN2']
A27T4PKWYKJM07,['B00004RQB1']
A27TKDJ42UJHBW,['B0085KGGLY']
A27UK6LI19NDNO,['B00022VM5I']
A27UKJPRQMJKOC,['B0042800WE']
A27VZ69PZVNEF1,['B00004RQB1']
A27W5AJNP6YX7Z,['0790747324']
A27WUGO3OIM5PA,[]
A27YB0L2GYBRAX,[]
A27YQEEE2QCH0D,['B000063W82']
A27YUZUPEITUW9,['B000063W82']
A27ZSCWD02AUQT,['B000FVQLQQ']
A28006D8L5R73W,['B0085KGGLY']
A280NOSQLBAAL3,['B006FYGF8Q']
A280PEWEO77MHW,[]
A281NPSIMI1C2R,['B000FVQLQQ']
A284JHTBVKHSQ8,['0790747324']
A284NF9IO0CXGA,['B000063W82']
A284WUQS94AQ7A,['B000UGBOT0']
A286G67EK7Q1WD,['0790747324']
A286RCOAMR72GO,['B002B7CFR6']
A286VP1MEKRQNV,['B003QWVPT4']
A286XGIFWT86QC,['B004EPYZQ2']
A2887J6P8VPB5H,[]
A2889VO4H2AR20,['B001LMU1A0']
A289MOPXWZ0Z6O,['B0035YKW0Q']
A28AKS66GDZ1IP,['B000063W82']
A28B47KE7UJDZH,['B001GBPZRU']
A28BY3RSOIAW0A,['6304286961']
A28C1MT8RPGDAS,['B002B7CFR6']
A28C64PAQRZ0KS,['B0001G6PZC']
A28DE9PESU6FXV,['6303955746']
A28FPFMO9VZD1,['B0042800WE']
A28FZPYIM3QLNW,['B000JBXHBO']
A28GCEHD00JFZG,['B0001G6PZC']
A28H11H3FZ3P0O,['B00284EM3C']
A28HFAVRIWL7JH,['B004EPYZQ2']
A28HQDUE9R846F,['B0016OLXN2']
A28I98PKHZZKVB,['B0051ZIXMQ']
A28ILXH590CMRJ,['B000063W1R']
A28IOJD2GWUD5D,[]
A28KNAPJYBLGYF,['B00020HBNW']
A28LF7R0AS5VQ5,['B004EPYZQ2']
A28LP06QTAK6YY,['B006FYGF8Q']
A28M2F3ANXTR3I,['B004EPYZQ2']
A28M2N5NCQYQQD,['B00004RQB1']
A28M7W2KUJFUVK,['B0001EYSQC']
A28NIXW8PAJEYA,"['B00004RXMK', 'B00004RXMK']"
A28OB1QLXN5BM6,['B004EPYZQ2']
A28OMX3LCK86OV,['0790747324']
A28P81U04LF41Z,['B00004CQTP']
A28RMH5DCSXLY6,['B0016OLXN2']
A28S9S5UH5P6WF,['B00096S43U']
A28TNO4JKHO72Z,['B000063W82']
A28UFJF5K9DESN,['B002OHDRF2']
A28UKRLYAB22I7,['0790750708']
A28W123JR15E7F,['B0095D5454']
A28W6SRCRCS47J,['B000063W82']
A28WI7M92C0WFN,['B0095D5454']
A28YDTZVQQYGKJ,['B006FYGF8Q']
A28YK7V9AJO0AI,['B0016OLXN2']
A28YVF72KWOJ1X,[]
A28Z52DE5J6LK3,['6304179499']
A29073PL82KHJL,['B0051ZIXMQ']
A291B2XFW60E55,['B004EPYZQM']
A2928LJN5IISB4,[]
A2942G3FDOIM18,['B00004CQT3']
A294UQY2B07SHD,['B002OHDRF2']
A295JWKTJLM7YT,['B000063W1R']
A295P2KZIWUAWI,"['B000063W82', '6304179499']"
A2971CHTVNVPSS,['B00000HF14']
A297HOYHX10FOD,['B002OHDRF2']
A298ASVHUP4102,['B0001EYSQC']
A298EBVBOP3V2X,['B000FVQLQQ']
A29COAL60SB48B,[]
A29CWGLEAS9AUN,['B0001G6PZC']
A29DLKCN8QWO7B,['B000063W1R']
A29EEL0560NVG7,['B0019RP6KC']
A29GZIJGVLFRXU,['B0001G6PZC']
A29HMI5RMTSC3R,['B002OHDRF2']
A29ID69CH2WT8D,['B004EPYZQ2']
A29IYGR7SNPRIV,['B000UGBOT0']
A29JAMN6PV5CCD,['B000F6ZPKY']
A29JW6HKTXEWB7,['B000063W82']
A29KTXV65RDB5G,[]
A29L2RN5D8C0HM,[]
A29N5R6F714FAO,['B006FYGF8Q']
A29N66WIWNN8JK,['B000063W82']
A29N833LSNSQP6,['B0016OLXN2']
A29NTPTCMVR6O3,['B006FYGF8Q']
A29ON7RAVEIU4P,[]
A29P4WN109L6D0,[]
A29PHPVFN2HI9N,['B000TGUUG4']
A29PMY4WS2ZXS7,['B004EPYZQM']
A29QA79VLQGHY6,['B000FVQLQQ']
A29R3O02O0PON4,[]
A29R9S80S56ECM,['B0002V7TJC']
A29S1MTFU2DJMW,[]
A29TKSIWA3JKF3,['B00004RQBF']
A29TNAVMPYFRDF,['B000FVQLQQ']
A29UZ4A4HMI95N,[]
A29VBB22SMIB1L,[]
A29VOID11W9LR5,['B006FYGF8Q']
A29WC0FFTCJSNB,['6303955746']
A29XKBB6SEYTN6,"['B007EMEOEA', 'B0007Z9RCU']"
A29Y34ALWJUGB5,['6303257933']
A29Y3P1WQEXMXV,['0790747324']
A29ZGPP55QGL01,['B004EPYZQM']
A29ZVHXTGJ1IGY,['6303257933']
A2A15ZXTGMMHAM,[]
A2A1HXFSAPA9A5,[]
A2A2QHOKVR1EKM,[]
A2A3L2QLRWD5F4,['B000063W1R']
A2A4JN3M40I0UD,[]
A2A4LIJUP8RQ7L,['B000CDSS86']
A2A5IOAP5QCK5P,['B0001G6PZC']
A2A5VPY6CIOBDX,['B001AQT0VI']
A2A6NH6DPE0VXR,"['B004EPYZQ2', 'B000065K9R', 'B004EPYZQM']"
A2A7NHE5HTK79N,['B009B6XA1U']
A2A8H4E9DXHQAN,['B00004RQB1']
A2A8ISLILUT82W,['B006FYGF8Q']
A2AAS7GFGTYDB7,['B004EPYZQ2']
A2AB7HMMECV6M,['B0001EYSQC']
A2ABE35GRNJVUT,['B0016OLXN2']
A2ACUB2881HW0X,['6301967917']
A2ADXAR2TN8K1X,['B0016OLXN2']
A2AFCPKDN1LL24,['B0001EYSQC']
A2AFM0SLLFPSJ1,['B000063W1R']
A2AFTRU43PY9P5,['B006FYGF8Q']
A2AH8RM3N0V2UE,['B0016OLXN2']
A2AHS9Q36KZG9X,[]
A2AI8RNEV5QWL0,['6301967917']
A2AIOLDNAA6742,['0790747324']
A2AK7ZFKW08HID,['B004EPYZQM']
A2AML5BI49ST3F,['0790747324']
A2AN6LMBTWCH3X,['B000FVQLQQ']
A2AN988COWP49T,[]
A2ANBZFSSIYJMS,['6300147967']
A2ANTXYWOE4CJZ,['B000FVQLQQ']
A2ANWI9DL3IOSI,['6303257933']
A2AOTF79OF32FV,['B000063W82']
A2AOZQ3WTNVVOK,"['B008FPU7AA', '0790747324', 'B000FVQLQQ']"
A2APIVEJ3MQD1V,['B004EPYZQ2']
A2AQ8TA1GNDBAW,[]
A2ARNQPFJ9IDA8,[]
A2ARRAMXWT83PT,"['B004EPYZQ2', 'B000FVQLQQ']"
A2ARY0JEOWPJAX,['B004EPYZQ2']
A2ARZUB8PFF7PI,['6301387090']
A2ASJ0IHIAOUW8,['B00004RQB1']
A2ASOFF4RZVUBK,['B0031Z5RWW']
A2ATWKOFJXRRR1,['B002OHDRF2']
A2AUSALGKJJONN,['B00004CQTP']
A2AVKFX1ZWXNHE,['B002LSIAQ0']
A2AVTA78R7ADHR,['B0001G6PZC']
A2AVV9LV9UXT6F,['B000063W1R']
A2AW4A1E87R9UH,[]
A2AXDPIHW22AOE,['B004EPYZQM']
A2AYEHC9KUBWWG,['6303257933']
A2AYUERPU803SZ,['B000063W82']
A2AYY80Y1WGYOH,['B0001G6PZC']
A2AZ115GUTDYLU,[]
A2AZIQJGBLU7WN,['B0019RP6KC']
